UID,昵称,级别,备注
35198663,单推miko的馒头,总督
12555321,miko主人的x,提督
1836831902,q_mikkko_p,提督
7930172,rainym01,舰长
386305651,吃肉卷肉卷,舰长
14799579,早无笙,舰长
622813,勋,舰长
170705611,A佬_,舰长
130053584,短发的丽丽,舰长
10690396,FR_杰哥,舰长
298030131,清源太上,舰长
179688860,Lostatus,舰长
39166496,-川い-,舰长
448043649,盛夏之兮cc,舰长
3454890,響HIBIKU,舰长
20557537,赤铜の人偶师卡恰,舰长
26366348,超爱吃炒粉,舰长
248279236,咪扣女王大人的猹,舰长
69761187,心碎尘鞅,舰长
267415681,Dentist_耿,舰长
858589,什么都想学的折染,舰长
23249799,单推咪扣的夜雨,舰长
390184674,大白兔奶糖-uu,舰长
384695000,Cor-Leonis,舰长
